yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavalueunit,datavaluetype,datavalue,datavaluealt,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8,geolocation.latitude,geolocation.longitude,geolocation.human_address,datavaluefootnotesymbol,datavaluefootnote
2018,2018,RI,Rhode Island,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,22.1,22.1,18.2,26.6,Race/Ethnicity,"White, non-Hispanic",44,DIA,DIA11_3,CRDPREV,RACE,WHT,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KY,Kentucky,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Overall,Overall,21,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR,36,235,37.645970271000465,-84.77497104799966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,32.7,32.7,31.3,34.1,Race/Ethnicity,"White, non-Hispanic",24,NPAW,NPAW3_1,CRDPREV,RACE,WHT,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,OR,Oregon,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,10.9,10.9,9.6,12.4,Gender,Female,41,DIA,DIA2_1,CRDPREV,GENDER,GENF,12,2452,44.56744942400047,-120.15503132599969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,27.9,27.9,26.1,29.7,Overall,Overall,38,NPAW,NPAW3_1,CRDPREV,OVERALL,OVR,3,568,47.47531977900047,-100.11842104899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GU,Guam,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,12.4,12.4,9.8,15.5,Gender,Female,66,DIA,DIA2_1,CRDPREV,GENDER,GENF,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NY,New York,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,8.1,8.1,4.8,13.5,Race/Ethnicity,"Other, non-Hispanic",36,DIA,DIA2_2,CRDPREV,RACE,OTH,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MT,Montana,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,8.1,8.1,7.2,9.0,Overall,Overall,30,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MS,Mississippi,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,47.4,47.4,41.5,53.4,Race/Ethnicity,"Black, non-Hispanic",28,DIA,DIA10_0,CRDPREV,RACE,BLK,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,30.3,30.3,28.2,32.5,Gender,Female,01,NPAW,NPAW3_1,CRDPREV,GENDER,GENF,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AK,Alaska,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,25.2,25.2,14.5,40.1,Gender,Female,02,DIA,DIA11_3,AGEADJPREV,GENDER,GENF,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,37.2,37.2,29.1,46.1,Race/Ethnicity,"Other, non-Hispanic",38,NPAW,NPAW1_1,CRDPREV,RACE,OTH,3,568,47.47531977900047,-100.11842104899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,DC,District of Columbia,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.7,58.7,46.6,69.8,Race/Ethnicity,"Black, non-Hispanic",11,DIA,DIA8_0,AGEADJPREV,RACE,BLK,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MS,Mississippi,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,74.3,74.3,68.8,79.2,Race/Ethnicity,"Black, non-Hispanic",28,DIA,DIA5_0,CRDPREV,RACE,BLK,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,FL,Florida,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",12,DIA,DIA7_0,AGEADJPREV,RACE,MRC,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2014,2014,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),,Number,713,713,,,Gender,Male,28,CVD,CVD1_5,NMBR,GENDER,GENM,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,OR,Oregon,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Overall,Overall,41,DIA,DIA5_0,CRDPREV,OVERALL,OVR,12,2452,44.56744942400047,-120.15503132599969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,66.2,66.2,64.6,67.9,Overall,Overall,17,NPAW,NPAW2_1,AGEADJPREV,OVERALL,OVR,34,1795,40.48501028300046,-88.99771017799969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,SC,South Carolina,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,17.0,17.0,15.4,18.7,Race/Ethnicity,"Black, non-Hispanic",45,DIA,DIA2_1,AGEADJPREV,RACE,BLK,33,2581,33.998821303000454,-81.04537120699968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",Crude Rate,169.6,169.6,165.3,173.9,Gender,Male,53,CVD,CVD1_2,CRDRATE,GENDER,GENM,6,2956,47.52227862900048,-120.47001078999972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MO,Missouri,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,29,DIA,DIA7_0,AGEADJPREV,RACE,HIS,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,GU,Guam,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,47.0,47.0,32.2,62.4,Race/Ethnicity,"Other, non-Hispanic",66,DIA,DIA13_2,CRDPREV,RACE,OTH,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,29.2,29.2,26.0,32.7,Gender,Female,32,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,Number,918,918,,,Gender,Male,16,CVD,CVD1_3,NMBR,GENDER,GENM,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TX,Texas,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,49.5,49.5,40.5,58.6,Overall,Overall,48,DIA,DIA8_0,AGEADJPREV,OVERALL,OVR,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MI,Michigan,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,11.7,11.7,10.9,12.5,Overall,Overall,26,DIA,DIA2_1,CRDPREV,OVERALL,OVR,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,HI,Hawaii,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Overall,Overall,15,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,7.0,7.0,6.5,7.6,Gender,Female,27,DIA,DIA2_1,AGEADJPREV,GENDER,GENF,1,392,46.35564873600049,-94.79420050299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AZ,Arizona,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Crude Prevalence,18.3,18.3,15.5,21.5,Race/Ethnicity,"White, non-Hispanic",04,OLD,OLD3_2,CRDPREV,RACE,WHT,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VI,Virgin Islands,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,,,,,Gender,Female,78,OVC,OVC7_2,MEAN,GENDER,GENF,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,NJ,New Jersey,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,8.1,8.1,5.4,12.0,Gender,Female,34,ORH,ORH4_1,AGEADJPREV,GENDER,GENF,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,Overarching Conditions,Self-rated health status among women aged 18-44 years,%,Crude Prevalence,83.1,83.1,78.5,86.8,Overall,Overall,32,OVC,OVC6_2,CRDPREV,OVERALL,OVR,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AK,Alaska,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Crude Prevalence,65.5,65.5,61.2,69.7,Gender,Female,02,ORH,ORH4_3,CRDPREV,GENDER,GENF,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,PA,Pennsylvania,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,11.6,11.6,9.7,13.8,Gender,Male,42,OVC,OVC1_1,CRDPREV,GENDER,GENM,48,2495,40.79373015200048,-77.86070029399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,GA,Georgia,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,11.7,11.7,10.4,13.2,Gender,Male,13,DIA,DIA2_1,AGEADJPREV,GENDER,GENM,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,3.1,3.6,Overall,Overall,15,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VA,Virginia,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,3.5,3.9,Overall,Overall,51,OVC,OVC7_1,MEAN,OVERALL,OVR,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IN,Indiana,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,2.2,4.6,Race/Ethnicity,Hispanic,18,OVC,OVC7_1,MEAN,RACE,HIS,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IN,Indiana,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,32.9,32.9,24.0,43.2,Race/Ethnicity,"Black, non-Hispanic",18,ORH,ORH4_1,AGEADJPREV,RACE,BLK,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.5,2.5,2.3,2.7,Race/Ethnicity,"White, non-Hispanic",20,OVC,OVC7_2,MEAN,RACE,WHT,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AR,Arkansas,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Crude Prevalence,22.6,22.6,19.2,26.5,Gender,Male,05,ORH,ORH4_1,CRDPREV,GENDER,GENM,15,998,34.74865012400045,-92.27449074299966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,5.0,4.4,5.6,Gender,Female,32,MTH,MTH1_0,MEAN,GENDER,GENF,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VI,Virgin Islands,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",78,OVC,OVC6_1,AGEADJPREV,RACE,OTH,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,WA,Washington,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,12.1,12.1,10.9,13.6,Gender,Male,53,OVC,OVC1_1,AGEADJPREV,GENDER,GENM,6,2956,47.52227862900048,-120.47001078999972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VI,Virgin Islands,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,78,OVC,OVC8_0,CRDPREV,RACE,HIS,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,MD,Maryland,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Crude Prevalence,65.8,65.8,59.9,71.2,Race/Ethnicity,"Other, non-Hispanic",24,ORH,ORH4_3,CRDPREV,RACE,OTH,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NC,North Carolina,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,62.5,62.5,59.8,65.2,Gender,Female,37,ORH,ORH4_3,AGEADJPREV,GENDER,GENF,37,2390,35.466220975000454,-79.15925046299964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MT,Montana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,56.1,56.1,42.4,68.9,Race/Ethnicity,"Multiracial, non-Hispanic",30,ORH,ORH1_1,CRDPREV,RACE,MRC,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IN,Indiana,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,16.5,16.5,14.5,18.7,Gender,Male,18,OVC,OVC1_1,CRDPREV,GENDER,GENM,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,SC,South Carolina,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,44.9,44.9,43.0,46.8,Overall,Overall,45,OLD,OLD3_1,AGEADJPREV,OVERALL,OVR,33,2581,33.998821303000454,-81.04537120699968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Crude Prevalence,9.7,9.7,8.3,11.3,Race/Ethnicity,"White, non-Hispanic",49,ORH,ORH4_1,CRDPREV,RACE,WHT,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CO,Colorado,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Crude Prevalence,70.9,70.9,69.6,72.2,Overall,Overall,08,ORH,ORH4_3,CRDPREV,OVERALL,OVR,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,2.0,3.7,Race/Ethnicity,"Other, non-Hispanic",09,MTH,MTH1_0,MEAN,RACE,OTH,24,1043,41.56266102000046,-72.64984095199964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,RI,Rhode Island,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,31.0,36.4,Overall,Overall,44,ORH,ORH4_2,CRDPREV,OVERALL,OVR,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CT,Connecticut,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,79.5,79.5,78.2,80.8,Race/Ethnicity,"White, non-Hispanic",09,ORH,ORH1_1,CRDPREV,RACE,WHT,24,1043,41.56266102000046,-72.64984095199964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,DE,Delaware,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.2,2.2,1.8,2.5,Gender,Male,10,OVC,OVC7_2,MEAN,GENDER,GENM,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,32.6,32.6,30.2,35.0,Overall,Overall,32,IMM,IMM1_0,CRDPREV,OVERALL,OVR,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,24.3,24.3,21.2,27.6,Overall,Overall,66,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MI,Michigan,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,66.2,66.2,64.3,68.1,Gender,Female,26,ORH,ORH4_3,AGEADJPREV,GENDER,GENF,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IN,Indiana,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,64.8,64.8,63.0,66.7,Race/Ethnicity,"White, non-Hispanic",18,ORH,ORH4_3,AGEADJPREV,RACE,WHT,35,1904,39.766910452000445,-86.14996019399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NC,North Carolina,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Crude Prevalence,39.4,39.4,35.3,43.7,Race/Ethnicity,"White, non-Hispanic",37,ORH,ORH4_2,CRDPREV,RACE,WHT,37,2390,35.466220975000454,-79.15925046299964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CA,California,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,Crude Prevalence,35.8,35.8,25.6,47.4,Race/Ethnicity,"Black, non-Hispanic",06,OLD,OLD3_1,CRDPREV,RACE,BLK,8,1340,37.63864012300047,-120.99999953799971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,3.5,4.2,Overall,Overall,56,MTH,MTH1_0,MEAN,OVERALL,OVR,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
