,jurisdiction,week_ending_date,state_abbreviation,mmwryear,mmwrweek,race_ethnicity,time_period,outcome,number_of_deaths,average_number_of_deaths,type,suppress,difference_from_2015_2019,percent_difference_from_2015,note
869,Arizona,2020-10-17T00:00:00.000,AZ,2020,42,Hispanic,2020,All Cause,191.0,191.0,Predicted (weighted),,45.0,30.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
870,Arizona,2015-10-31T00:00:00.000,AZ,2015,43,Hispanic,2015-2019,All Cause,129.0,141.0,Predicted (weighted),,,,
871,Arizona,2016-10-29T00:00:00.000,AZ,2016,43,Hispanic,2015-2019,All Cause,132.0,141.0,Predicted (weighted),,,,
872,Arizona,2017-10-28T00:00:00.000,AZ,2017,43,Hispanic,2015-2019,All Cause,152.0,141.0,Predicted (weighted),,,,
873,Arizona,2018-10-27T00:00:00.000,AZ,2018,43,Hispanic,2015-2019,All Cause,137.0,141.0,Predicted (weighted),,,,
874,Arizona,2019-10-26T00:00:00.000,AZ,2019,43,Hispanic,2015-2019,All Cause,153.0,141.0,Predicted (weighted),,,,
875,Arizona,2020-10-24T00:00:00.000,AZ,2020,43,Hispanic,2020,All Cause,181.0,181.0,Predicted (weighted),,40.0,28.4,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
876,Arizona,2015-11-07T00:00:00.000,AZ,2015,44,Hispanic,2015-2019,All Cause,140.0,149.0,Predicted (weighted),,,,
877,Arizona,2016-11-05T00:00:00.000,AZ,2016,44,Hispanic,2015-2019,All Cause,146.0,149.0,Predicted (weighted),,,,
878,Arizona,2017-11-04T00:00:00.000,AZ,2017,44,Hispanic,2015-2019,All Cause,159.0,149.0,Predicted (weighted),,,,
879,Arizona,2018-11-03T00:00:00.000,AZ,2018,44,Hispanic,2015-2019,All Cause,131.0,149.0,Predicted (weighted),,,,
880,Arizona,2019-11-02T00:00:00.000,AZ,2019,44,Hispanic,2015-2019,All Cause,171.0,149.0,Predicted (weighted),,,,
881,Arizona,2020-10-31T00:00:00.000,AZ,2020,44,Hispanic,2020,All Cause,228.0,228.0,Predicted (weighted),,79.0,53.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
882,Arizona,2015-11-14T00:00:00.000,AZ,2015,45,Hispanic,2015-2019,All Cause,177.0,162.0,Predicted (weighted),,,,
883,Arizona,2016-11-12T00:00:00.000,AZ,2016,45,Hispanic,2015-2019,All Cause,141.0,162.0,Predicted (weighted),,,,
884,Arizona,2017-11-11T00:00:00.000,AZ,2017,45,Hispanic,2015-2019,All Cause,143.0,162.0,Predicted (weighted),,,,
885,Arizona,2018-11-10T00:00:00.000,AZ,2018,45,Hispanic,2015-2019,All Cause,160.0,162.0,Predicted (weighted),,,,
886,Arizona,2019-11-09T00:00:00.000,AZ,2019,45,Hispanic,2015-2019,All Cause,187.0,162.0,Predicted (weighted),,,,
887,Arizona,2020-11-07T00:00:00.000,AZ,2020,45,Hispanic,2020,All Cause,249.0,249.0,Predicted (weighted),,87.0,53.7,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
888,Arizona,2015-11-21T00:00:00.000,AZ,2015,46,Hispanic,2015-2019,All Cause,139.0,158.0,Predicted (weighted),,,,
889,Arizona,2016-11-19T00:00:00.000,AZ,2016,46,Hispanic,2015-2019,All Cause,146.0,158.0,Predicted (weighted),,,,
890,Arizona,2017-11-18T00:00:00.000,AZ,2017,46,Hispanic,2015-2019,All Cause,153.0,158.0,Predicted (weighted),,,,
891,Arizona,2018-11-17T00:00:00.000,AZ,2018,46,Hispanic,2015-2019,All Cause,182.0,158.0,Predicted (weighted),,,,
892,Arizona,2019-11-16T00:00:00.000,AZ,2019,46,Hispanic,2015-2019,All Cause,172.0,158.0,Predicted (weighted),,,,
893,Arizona,2020-11-14T00:00:00.000,AZ,2020,46,Hispanic,2020,All Cause,214.0,214.0,Predicted (weighted),,56.0,35.4,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
894,Arizona,2015-11-28T00:00:00.000,AZ,2015,47,Hispanic,2015-2019,All Cause,156.0,160.0,Predicted (weighted),,,,
895,Arizona,2016-11-26T00:00:00.000,AZ,2016,47,Hispanic,2015-2019,All Cause,163.0,160.0,Predicted (weighted),,,,
896,Arizona,2017-11-25T00:00:00.000,AZ,2017,47,Hispanic,2015-2019,All Cause,152.0,160.0,Predicted (weighted),,,,
897,Arizona,2018-11-24T00:00:00.000,AZ,2018,47,Hispanic,2015-2019,All Cause,150.0,160.0,Predicted (weighted),,,,
898,Arizona,2019-11-23T00:00:00.000,AZ,2019,47,Hispanic,2015-2019,All Cause,179.0,160.0,Predicted (weighted),,,,
899,Arizona,2020-11-21T00:00:00.000,AZ,2020,47,Hispanic,2020,All Cause,258.0,258.0,Predicted (weighted),,98.0,61.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
900,Arizona,2015-12-05T00:00:00.000,AZ,2015,48,Hispanic,2015-2019,All Cause,137.0,157.0,Predicted (weighted),,,,
901,Arizona,2016-12-03T00:00:00.000,AZ,2016,48,Hispanic,2015-2019,All Cause,161.0,157.0,Predicted (weighted),,,,
902,Arizona,2017-12-02T00:00:00.000,AZ,2017,48,Hispanic,2015-2019,All Cause,152.0,157.0,Predicted (weighted),,,,
903,Arizona,2018-12-01T00:00:00.000,AZ,2018,48,Hispanic,2015-2019,All Cause,184.0,157.0,Predicted (weighted),,,,
904,Arizona,2019-11-30T00:00:00.000,AZ,2019,48,Hispanic,2015-2019,All Cause,151.0,157.0,Predicted (weighted),,,,
905,Arizona,2020-11-28T00:00:00.000,AZ,2020,48,Hispanic,2020,All Cause,245.0,245.0,Predicted (weighted),,88.0,56.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
906,Arizona,2015-12-12T00:00:00.000,AZ,2015,49,Hispanic,2015-2019,All Cause,136.0,158.0,Predicted (weighted),,,,
907,Arizona,2016-12-10T00:00:00.000,AZ,2016,49,Hispanic,2015-2019,All Cause,145.0,158.0,Predicted (weighted),,,,
908,Arizona,2017-12-09T00:00:00.000,AZ,2017,49,Hispanic,2015-2019,All Cause,147.0,158.0,Predicted (weighted),,,,
909,Arizona,2018-12-08T00:00:00.000,AZ,2018,49,Hispanic,2015-2019,All Cause,180.0,158.0,Predicted (weighted),,,,
910,Arizona,2019-12-07T00:00:00.000,AZ,2019,49,Hispanic,2015-2019,All Cause,181.0,158.0,Predicted (weighted),,,,
911,Arizona,2020-12-05T00:00:00.000,AZ,2020,49,Hispanic,2020,All Cause,255.0,255.0,Predicted (weighted),,97.0,61.4,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
912,Arizona,2015-12-19T00:00:00.000,AZ,2015,50,Hispanic,2015-2019,All Cause,122.0,150.0,Predicted (weighted),,,,
913,Arizona,2016-12-17T00:00:00.000,AZ,2016,50,Hispanic,2015-2019,All Cause,139.0,150.0,Predicted (weighted),,,,
914,Arizona,2017-12-16T00:00:00.000,AZ,2017,50,Hispanic,2015-2019,All Cause,165.0,150.0,Predicted (weighted),,,,
915,Arizona,2018-12-15T00:00:00.000,AZ,2018,50,Hispanic,2015-2019,All Cause,160.0,150.0,Predicted (weighted),,,,
916,Arizona,2019-12-14T00:00:00.000,AZ,2019,50,Hispanic,2015-2019,All Cause,164.0,150.0,Predicted (weighted),,,,
917,Arizona,2015-12-26T00:00:00.000,AZ,2015,51,Hispanic,2015-2019,All Cause,142.0,171.0,Predicted (weighted),,,,
918,Arizona,2016-12-24T00:00:00.000,AZ,2016,51,Hispanic,2015-2019,All Cause,150.0,171.0,Predicted (weighted),,,,
919,Arizona,2017-12-23T00:00:00.000,AZ,2017,51,Hispanic,2015-2019,All Cause,196.0,171.0,Predicted (weighted),,,,
920,Arizona,2018-12-22T00:00:00.000,AZ,2018,51,Hispanic,2015-2019,All Cause,189.0,171.0,Predicted (weighted),,,,
921,Arizona,2019-12-21T00:00:00.000,AZ,2019,51,Hispanic,2015-2019,All Cause,177.0,171.0,Predicted (weighted),,,,
922,Arizona,2016-01-02T00:00:00.000,AZ,2015,52,Hispanic,2015-2019,All Cause,139.0,174.0,Predicted (weighted),,,,
923,Arizona,2016-12-31T00:00:00.000,AZ,2016,52,Hispanic,2015-2019,All Cause,158.0,174.0,Predicted (weighted),,,,
924,Arizona,2017-12-30T00:00:00.000,AZ,2017,52,Hispanic,2015-2019,All Cause,202.0,174.0,Predicted (weighted),,,,
925,Arizona,2018-12-29T00:00:00.000,AZ,2018,52,Hispanic,2015-2019,All Cause,177.0,174.0,Predicted (weighted),,,,
926,Arizona,2019-12-28T00:00:00.000,AZ,2019,52,Hispanic,2015-2019,All Cause,194.0,174.0,Predicted (weighted),,,,
927,Arkansas,2015-01-10T00:00:00.000,AR,2015,1,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
928,Arkansas,2016-01-09T00:00:00.000,AR,2016,1,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
929,Arkansas,2017-01-07T00:00:00.000,AR,2017,1,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
930,Arkansas,2018-01-06T00:00:00.000,AR,2018,1,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
931,Arkansas,2019-01-05T00:00:00.000,AR,2019,1,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
932,Arkansas,2020-01-04T00:00:00.000,AR,2020,1,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
933,Arkansas,2015-01-17T00:00:00.000,AR,2015,2,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
934,Arkansas,2016-01-16T00:00:00.000,AR,2016,2,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
935,Arkansas,2017-01-14T00:00:00.000,AR,2017,2,Hispanic,2015-2019,All Cause,11.0,6.0,Predicted (weighted),,,,
936,Arkansas,2018-01-13T00:00:00.000,AR,2018,2,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
937,Arkansas,2019-01-12T00:00:00.000,AR,2019,2,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
938,Arkansas,2020-01-11T00:00:00.000,AR,2020,2,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
939,Arkansas,2015-01-24T00:00:00.000,AR,2015,3,Hispanic,2015-2019,All Cause,10.0,6.0,Predicted (weighted),,,,
940,Arkansas,2016-01-23T00:00:00.000,AR,2016,3,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
941,Arkansas,2017-01-21T00:00:00.000,AR,2017,3,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
942,Arkansas,2018-01-20T00:00:00.000,AR,2018,3,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
943,Arkansas,2019-01-19T00:00:00.000,AR,2019,3,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
944,Arkansas,2020-01-18T00:00:00.000,AR,2020,3,Hispanic,2020,All Cause,10.0,10.0,Predicted (weighted),,4.0,66.7,
945,Arkansas,2015-01-31T00:00:00.000,AR,2015,4,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
946,Arkansas,2016-01-30T00:00:00.000,AR,2016,4,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
947,Arkansas,2017-01-28T00:00:00.000,AR,2017,4,Hispanic,2015-2019,All Cause,10.0,7.0,Predicted (weighted),,,,
948,Arkansas,2018-01-27T00:00:00.000,AR,2018,4,Hispanic,2015-2019,All Cause,10.0,7.0,Predicted (weighted),,,,
949,Arkansas,2019-01-26T00:00:00.000,AR,2019,4,Hispanic,2015-2019,All Cause,11.0,7.0,Predicted (weighted),,,,
950,Arkansas,2020-01-25T00:00:00.000,AR,2020,4,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
951,Arkansas,2015-02-07T00:00:00.000,AR,2015,5,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
952,Arkansas,2016-02-06T00:00:00.000,AR,2016,5,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
953,Arkansas,2017-02-04T00:00:00.000,AR,2017,5,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
954,Arkansas,2018-02-03T00:00:00.000,AR,2018,5,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
955,Arkansas,2019-02-02T00:00:00.000,AR,2019,5,Hispanic,2015-2019,All Cause,11.0,7.0,Predicted (weighted),,,,
956,Arkansas,2020-02-01T00:00:00.000,AR,2020,5,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
957,Arkansas,2015-02-14T00:00:00.000,AR,2015,6,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
958,Arkansas,2016-02-13T00:00:00.000,AR,2016,6,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
959,Arkansas,2017-02-11T00:00:00.000,AR,2017,6,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
960,Arkansas,2018-02-10T00:00:00.000,AR,2018,6,Hispanic,2015-2019,All Cause,13.0,8.0,Predicted (weighted),,,,
961,Arkansas,2019-02-09T00:00:00.000,AR,2019,6,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
962,Arkansas,2020-02-08T00:00:00.000,AR,2020,6,Hispanic,2020,All Cause,10.0,10.0,Predicted (weighted),,2.0,25.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
963,Arkansas,2015-02-21T00:00:00.000,AR,2015,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
964,Arkansas,2016-02-20T00:00:00.000,AR,2016,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
965,Arkansas,2017-02-18T00:00:00.000,AR,2017,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
966,Arkansas,2018-02-17T00:00:00.000,AR,2018,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
967,Arkansas,2019-02-16T00:00:00.000,AR,2019,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
968,Arkansas,2020-02-15T00:00:00.000,AR,2020,7,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
969,Arkansas,2015-02-28T00:00:00.000,AR,2015,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
970,Arkansas,2016-02-27T00:00:00.000,AR,2016,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
971,Arkansas,2017-02-25T00:00:00.000,AR,2017,8,Hispanic,2015-2019,All Cause,10.0,7.0,Predicted (weighted),,,,
972,Arkansas,2018-02-24T00:00:00.000,AR,2018,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
973,Arkansas,2019-02-23T00:00:00.000,AR,2019,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
974,Arkansas,2020-02-22T00:00:00.000,AR,2020,8,Hispanic,2020,All Cause,14.0,14.0,Predicted (weighted),,7.0,100.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
975,Arkansas,2015-03-07T00:00:00.000,AR,2015,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
976,Arkansas,2016-03-05T00:00:00.000,AR,2016,9,Hispanic,2015-2019,All Cause,10.0,6.0,Predicted (weighted),,,,
977,Arkansas,2017-03-04T00:00:00.000,AR,2017,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
978,Arkansas,2018-03-03T00:00:00.000,AR,2018,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
979,Arkansas,2019-03-02T00:00:00.000,AR,2019,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
980,Arkansas,2020-02-29T00:00:00.000,AR,2020,9,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
981,Arkansas,2015-03-14T00:00:00.000,AR,2015,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
982,Arkansas,2016-03-12T00:00:00.000,AR,2016,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
983,Arkansas,2017-03-11T00:00:00.000,AR,2017,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
984,Arkansas,2018-03-10T00:00:00.000,AR,2018,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
985,Arkansas,2019-03-09T00:00:00.000,AR,2019,10,Hispanic,2015-2019,All Cause,10.0,7.0,Predicted (weighted),,,,
986,Arkansas,2020-03-07T00:00:00.000,AR,2020,10,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
987,Arkansas,2015-03-21T00:00:00.000,AR,2015,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
988,Arkansas,2016-03-19T00:00:00.000,AR,2016,11,Hispanic,2015-2019,All Cause,10.0,8.0,Predicted (weighted),,,,
989,Arkansas,2017-03-18T00:00:00.000,AR,2017,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
990,Arkansas,2018-03-17T00:00:00.000,AR,2018,11,Hispanic,2015-2019,All Cause,10.0,8.0,Predicted (weighted),,,,
991,Arkansas,2019-03-16T00:00:00.000,AR,2019,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
992,Arkansas,2020-03-14T00:00:00.000,AR,2020,11,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
993,Arkansas,2015-03-28T00:00:00.000,AR,2015,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
994,Arkansas,2016-03-26T00:00:00.000,AR,2016,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
995,Arkansas,2017-03-25T00:00:00.000,AR,2017,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
996,Arkansas,2018-03-24T00:00:00.000,AR,2018,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
997,Arkansas,2019-03-23T00:00:00.000,AR,2019,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
998,Arkansas,2020-03-21T00:00:00.000,AR,2020,12,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
999,Arkansas,2015-04-04T00:00:00.000,AR,2015,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
